"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IDAHO","US-ID","NA","NA","2006-08-06","2006-08-12","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IDAHO","US-ID","NA","NA","2007-07-29","2007-08-04","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IDAHO","US-ID","NA","NA","2017-07-23","2017-07-29","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IDAHO","US-ID","NA","NA","2017-08-27","2017-09-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IDAHO","US-ID","NA","NA","2017-09-03","2017-09-09","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","OREGON","US-OR","NA","NA","2006-08-13","2006-08-19","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","NA","NA","2006-08-27","2006-09-02","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","NA","NA","2010-09-19","2010-09-25","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","NA","NA","2014-08-10","2014-08-16","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","VIRGIN ISLANDS, U.S.","US-VI","NA","NA","2007-03-18","2007-03-24","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","0"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","CALIFORNIA","US-CA","NA","NA","2014-06-29","2014-07-05","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","LOUISIANA","US-LA","NA","NA","2014-07-20","2014-07-26","0","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-09-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-09-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-09-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-10-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-10-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-10-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-10-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-10-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-11-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-11-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2004-01-04","2004-12-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-08-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-09-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-09-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-09-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-09-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-10-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-10-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-10-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-10-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-10-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-11-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-11-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-11-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-12-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-12-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-12-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-12-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2005-01-02","2005-12-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-09-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-09-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-09-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-09-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","WISCONSIN","US-WI","NA","NA","2006-01-01","2006-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
